Unixtime	state	scanDiameter	electrometerN	RHsh	Tsh	Tdsh
1.72E+09	SCAN	20.76628455	10139.78739	53.1	25	14.8
1.72E+09	SCAN	20.71334563	10139.78739	53.2	25	14.8
1.72E+09	SCAN	20.66041697	10139.78739	53.2	25	14.8
1.72E+09	SCAN	20.60737562	10139.78739	53.2	25.1	14.8
1.72E+09	SCAN	20.55479991	10139.78739	53.2	25.1	14.8
1.72E+09	SCAN	20.50197729	10139.78739	53.2	25.1	14.8
1.72E+09	SCAN	20.44965393	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.7
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.9
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.9
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.9
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.9
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.7
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.7
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.7
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.7
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.7
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	FLUSH	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.7
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.2	14.9
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.9
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.9
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.9
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.9
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.9
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.9
1.72E+09	DONE	20.41124852	10139.78739	53.1	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.2	25.1	14.8
1.72E+09	DONE	20.41124852	10139.78739	53.1	25	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25	14.7
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.2	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.2	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.2	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	9814.228666	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	10139.78739	53.2	25.1	14.9
1.72E+09	HOLD	799.942741	9872.386451	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	9955.287309	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	9269.780844	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	9143.054683	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	8964.967761	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	8524.255852	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	8346.033267	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	7973.391788	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	7817.171268	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	7363.398716	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	7209.112935	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	7164.684858	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	6704.065951	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	5250.022665	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	6274.177788	53.1	25.1	14.9
1.72E+09	HOLD	799.942741	6248.358661	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	6067.03741	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	5866.862092	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	5766.255676	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	4963.909488	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	5488.871176	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	5561.407693	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	4570.394413	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	5219.379794	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	5103.061141	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	5087.00358	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	5062.053929	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	4394.077276	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	4812.790203	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	4761.747015	53.1	25	14.7
1.72E+09	HOLD	799.942741	4637.268543	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	4492.457586	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	4685.040404	53.1	25.1	14.8
1.72E+09	HOLD	799.942741	4477.288001	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	4577.336349	53.2	25.1	14.8
1.72E+09	HOLD	799.942741	4254.669712	53.1	25	14.8
1.72E+09	SCAN	799.5522035	4518.467875	53.2	25.1	14.8
1.72E+09	SCAN	796.1468316	3875.519495	53.1	25.1	14.8
1.72E+09	SCAN	792.7449807	3543.276288	53.1	25.1	14.8
1.72E+09	SCAN	789.3959517	4076.729244	53.2	25.1	14.8
1.72E+09	SCAN	786.0724234	4358.701618	53.2	25.1	14.8
1.72E+09	SCAN	782.7187523	2906.856688	53.2	25.1	14.8
1.72E+09	SCAN	779.4115371	4078.636234	53.1	25.1	14.8
1.72E+09	SCAN	776.0968763	3384.216095	53.2	25.1	14.8
1.72E+09	SCAN	772.8216275	4289.676922	53.1	25.1	14.8
1.72E+09	SCAN	769.5492005	4502.778762	53.2	25.1	14.9
1.72E+09	SCAN	766.2792025	3991.657778	53.1	25.1	14.8
1.72E+09	SCAN	763.0275109	4410.884066	53.1	25.1	14.8
1.72E+09	SCAN	759.8098273	4214.653765	53.1	25.1	14.8
1.72E+09	SCAN	756.6274832	4212.674319	53.1	25.1	14.8
1.72E+09	SCAN	753.4402635	4146.211803	53.1	25.1	14.9
1.72E+09	SCAN	750.2614872	4158.254973	53.1	25.1	14.8
1.72E+09	SCAN	747.085991	4054.352564	53.1	25.1	14.9
1.72E+09	SCAN	743.927948	4226.387069	53.1	25.1	14.8
1.72E+09	SCAN	740.7695326	4036.241559	53.1	25.1	14.8
1.72E+09	SCAN	737.6511476	3777.640213	53.1	25.1	14.8
1.72E+09	SCAN	734.5260516	2856.568896	53.1	25.1	14.8
1.72E+09	SCAN	731.4215099	3821.847838	53.1	25.1	14.8
1.72E+09	SCAN	728.3088215	4077.210231	53.1	25.1	14.8
1.72E+09	SCAN	725.2695325	3832.340134	53.2	25.1	14.9
1.72E+09	SCAN	722.2183835	4167.743672	53.1	25	14.8
1.72E+09	SCAN	719.1800603	4010.390058	53.1	25.1	14.8
1.72E+09	SCAN	716.1596943	4077.037569	53.1	25.1	14.8
1.72E+09	SCAN	713.1642719	3810.976302	53.2	25.1	14.8
1.72E+09	SCAN	710.1547829	3916.90903	53.1	25	14.8
1.72E+09	SCAN	707.1618902	4121.518061	53.2	25.1	14.8
1.72E+09	SCAN	704.1661103	3809.417719	53.1	25.1	14.8
1.72E+09	SCAN	701.2069087	2795.315529	53.2	25.1	14.8
1.72E+09	SCAN	698.2602661	3994.363329	53.1	25.1	14.8
1.72E+09	SCAN	695.3550414	4094.696878	53.2	25.1	14.8
1.72E+09	SCAN	692.4523244	4201.665578	53.1	25	14.8
1.72E+09	SCAN	689.5711436	3807.845262	53.2	25.1	14.8
1.72E+09	SCAN	686.7198203	3963.865372	53.1	25.1	14.8
1.72E+09	SCAN	683.8571562	3853.1089	53.1	25.1	14.8
1.72E+09	SCAN	681.0112788	4018.121305	53.1	25.1	14.8
1.72E+09	SCAN	678.1727791	4004.422429	53.2	25.1	14.8
1.72E+09	SCAN	675.3617394	3767.661278	53.1	25.1	14.8
1.72E+09	SCAN	672.5383043	3594.226978	53.2	25.1	14.8
1.72E+09	SCAN	669.6685631	4000.138255	53.2	25.1	14.8
1.72E+09	SCAN	666.9066337	3288.129722	53.2	25.1	14.8
1.72E+09	SCAN	664.1370154	4048.480517	53.2	25.1	14.8
1.72E+09	SCAN	661.367065	4033.902915	53.2	25.1	14.8
1.72E+09	SCAN	658.6353351	3928.468131	53.1	25	14.8
1.72E+09	SCAN	655.8752828	4011.759021	53.2	25.1	14.8
1.72E+09	SCAN	653.1683196	3629.918669	53.2	25.1	14.8
1.72E+09	SCAN	650.4650371	3911.841711	53.1	25.1	14.8
1.72E+09	SCAN	647.7942061	3922.597625	53.2	25.1	14.8
1.72E+09	SCAN	645.1101399	3885.168523	53.1	25.1	14.8
1.72E+09	SCAN	642.3938835	3975.70659	53.1	25	14.8
1.72E+09	SCAN	639.7610199	2450.552789	53.2	25.1	14.8
1.72E+09	SCAN	637.139388	4068.313516	53.1	25.1	14.8
1.72E+09	SCAN	634.5239198	3683.564119	53.1	25.1	14.8
1.72E+09	SCAN	631.8983389	3927.766692	53.1	25.1	14.8
1.72E+09	SCAN	629.32779	2908.951756	53.1	25	14.8
1.72E+09	SCAN	626.7347543	3213.393307	53.2	25.1	14.8
1.72E+09	SCAN	624.17842	3444.065042	53.2	25.1	14.8
1.72E+09	SCAN	621.6163073	3608.835412	53.1	25.1	14.8
1.72E+09	SCAN	619.0735242	3974.220464	53.2	25	14.8
1.72E+09	SCAN	616.4844561	3816.071371	53.1	25.1	14.8
1.72E+09	SCAN	613.9526208	3824.001487	53.2	25	14.8
1.72E+09	SCAN	611.4486414	3901.768736	53.1	25.1	14.8
1.72E+09	SCAN	608.9465397	3869.904899	53.2	25.1	14.8
1.72E+09	SCAN	606.4799065	4013.484098	53.1	25	14.8
1.72E+09	SCAN	604.0315004	3655.574384	53.2	25.1	14.8
1.72E+09	SCAN	601.5673602	3793.104249	53.1	25.1	14.8
1.72E+09	SCAN	599.1261946	3818.012276	53.1	25	14.8
1.72E+09	SCAN	596.6914421	3563.815351	53.1	25.1	14.8
1.72E+09	SCAN	594.2586998	3982.600734	53.2	25.1	14.8
1.72E+09	SCAN	591.7849387	3948.859199	53.1	25.1	14.8
1.72E+09	SCAN	589.3941769	2802.445543	53.2	25.1	14.8
1.72E+09	SCAN	587.0024318	3740.903301	53.1	25.1	14.8
1.72E+09	SCAN	584.5993471	3007.134738	53.2	25.1	14.8
1.72E+09	SCAN	582.2329985	3243.707812	53.1	25	14.8
1.72E+09	SCAN	579.8756975	3515.544004	53.2	25.1	14.8
1.72E+09	SCAN	577.5414628	3623.177145	53.1	25.1	14.8
1.72E+09	SCAN	575.2177483	3189.923615	53.1	25.1	14.8
1.72E+09	SCAN	572.8993418	2531.603698	53.1	25	14.8
1.72E+09	SCAN	570.5662309	2985.972858	53.1	25	14.7
1.72E+09	SCAN	568.2628271	3861.839119	53.1	25	14.8
1.72E+09	SCAN	565.9973408	3668.260412	53.1	25.1	14.8
1.72E+09	SCAN	563.7276779	3809.144852	53.1	25.1	14.8
1.72E+09	SCAN	561.4605994	3867.594004	53.1	25.1	14.8
1.72E+09	SCAN	559.2004742	3783.856043	53.1	25	14.8
1.72E+09	SCAN	556.9545103	3915.63719	53.1	25.1	14.8
1.72E+09	SCAN	554.7125336	3868.788763	53.1	25.1	14.8
1.72E+09	SCAN	552.4763651	3913.10276	53.1	25.1	14.8
1.72E+09	SCAN	550.2725789	3949.104317	53.1	25.1	14.8
1.72E+09	SCAN	548.0712247	3948.86074	53.1	25.1	14.8
1.72E+09	SCAN	545.8643347	4041.096135	53.1	25	14.8
1.72E+09	SCAN	543.6762617	3623.009108	53.2	25.1	14.9
1.72E+09	SCAN	541.4881032	3482.399077	53.1	25.1	14.9
1.72E+09	SCAN	539.3123873	3826.666956	53.2	25.1	14.9
1.72E+09	SCAN	537.1609605	3681.425886	53.2	25.1	14.8
1.72E+09	SCAN	535.0037022	3900.492271	53.1	25.1	14.8
1.72E+09	SCAN	532.8834159	3750.782031	53.2	25.1	14.9
1.72E+09	SCAN	530.7720014	3163.227304	53.1	25.1	14.8
1.72E+09	SCAN	528.6632984	3590.550204	53.1	25.1	14.8
1.72E+09	SCAN	526.5378961	3842.911054	53.1	25.1	14.8
1.72E+09	SCAN	524.4063381	3022.117787	53.2	25.1	14.8
1.72E+09	SCAN	522.3187102	2917.649601	53.2	25.1	14.9
1.72E+09	SCAN	520.2602483	3639.442825	53.1	25	14.8
1.72E+09	SCAN	518.1987613	3889.392574	53.1	25.1	14.9
1.72E+09	SCAN	516.1271445	3952.691677	53.1	25.1	14.9
1.72E+09	SCAN	514.0758403	3978.578636	53.2	25.1	14.9
1.72E+09	SCAN	512.0592554	3993.990256	53.2	25.1	14.9
1.72E+09	SCAN	510.033821	3840.435205	53.2	25.1	14.9
1.72E+09	SCAN	508.0122358	3725.564137	53.1	25.1	14.9
1.72E+09	SCAN	505.9900019	3891.422894	53.1	25.1	14.9
1.72E+09	SCAN	503.9445075	3834.322663	53.2	25.1	14.9
1.72E+09	SCAN	501.9660312	3740.74143	53.1	25.1	14.9
1.72E+09	SCAN	499.9872572	3886.428031	53.1	25.1	14.9
1.72E+09	SCAN	498.0152119	3892.138208	53.1	25.1	14.8
1.72E+09	SCAN	496.0496846	3365.328111	53.2	25.2	14.9
1.72E+09	SCAN	494.0823321	3096.67229	53.2	25.2	14.9
1.72E+09	SCAN	492.1248055	2807.371033	53.2	25.1	14.9
1.72E+09	SCAN	490.1811597	3824.036945	53.1	25.1	14.9
1.72E+09	SCAN	488.2649447	3828.452157	53.1	25.2	14.9
1.72E+09	SCAN	486.3427315	3968.046257	53.1	25.1	14.8
1.72E+09	SCAN	484.4463813	3807.358109	53.1	25.2	14.9
1.72E+09	SCAN	482.5456465	3968.499495	53.1	25.2	14.9
1.72E+09	SCAN	480.673537	3899.163391	53.1	25.2	14.9
1.72E+09	SCAN	478.7978352	3773.598074	53.1	25.1	14.9
1.72E+09	SCAN	476.9357271	3944.988179	53.1	25.2	14.9
1.72E+09	SCAN	475.0689173	3950.610484	53.1	25.1	14.8
1.72E+09	SCAN	473.2224826	3939.570911	53.2	25.2	14.9
1.72E+09	SCAN	471.3758803	3799.269205	53.2	25.2	14.9
1.72E+09	SCAN	469.5308608	3988.31862	53.1	25.2	14.9
1.72E+09	SCAN	467.7023446	3794.681331	53.1	25.2	14.9
1.72E+09	SCAN	465.8600686	4006.591495	53.1	25.1	14.9
1.72E+09	SCAN	464.0518195	3674.06617	53.1	25.1	14.9
1.72E+09	SCAN	462.2422494	3804.126864	53.1	25.2	14.9
1.72E+09	SCAN	460.4515924	3339.484318	53.1	25.1	14.9
1.72E+09	SCAN	458.6548908	2776.094555	53.1	25.1	14.9
1.72E+09	SCAN	456.8699443	4004.477928	53.2	25.2	14.9
